,anot,date,start_time,end_time,event_no,D001,D002,D004,ENTERHOME,M001,M002,M003,M004,M005,M006,M007,M008,M009,M010,M011,M012,M013,M014,M015,M016,M017,M018,M019,M020,M021,M022,M023,M024,M025,M026,M027,M028,M029,M030,M031,c,duration,weekday,season
2776,Leave_Home,2011-02-04 00:00:00.000000,2020-05-14 09:42:46.841797,2020-05-14 09:42:51.522103,2777.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,,0 days 00:00:04.680306000,Friday,winter
2777,Enter_Home,2011-02-04 00:00:00.000000,2020-05-14 12:02:52.086799,2020-05-14 12:02:55.620120,2778.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,0 days 00:00:03.533321000,Friday,winter
2778,Relax,2011-02-04 00:00:00.000000,2020-05-14 12:13:09.093520,2020-05-14 12:24:09.917001,2779.0,,,,,,,,,,,,,19.0,,,,2.0,1.0,,,,,,2.0,,,,,,,,,,,,,0 days 00:11:00.823481000,Friday,winter
2779,Meal_Preparation,2011-02-04 00:00:00.000000,2020-05-14 12:24:17.109681,2020-05-14 12:28:10.258589,2780.0,,,,,,,,,,,,,,,,,,1.0,9.0,,,4.0,22.0,2.0,2.0,,,,,,,,,,,,0 days 00:03:53.148908000,Friday,winter
2780,Meal_Preparation,2011-02-04 00:00:00.000000,2020-05-14 12:29:20.311575,2020-05-14 12:31:34.184565,2781.0,,,,,,,,,,,,,,,,,,2.0,2.0,,1.0,8.0,11.0,,0.0,,,,,,,,,,,,0 days 00:02:13.872990000,Friday,winter
2781,Eating,2011-02-04 00:00:00.000000,2020-05-14 12:32:07.300212,2020-05-14 12:40:05.152209,2782.0,,,,,,,,,,,,,,,,,,13.0,,,2.0,4.0,1.0,,1.0,1.0,,,,,,1.0,,,,,0 days 00:07:57.851997000,Friday,winter
2782,Wash_Dishes,2011-02-04 00:00:00.000000,2020-05-14 12:51:04.542160,2020-05-14 12:56:33.080205,2783.0,,,,,,,,,,,,,,,,,,3.0,21.0,8.0,2.0,6.0,22.0,3.0,,,,,,,,,,,,,0 days 00:05:28.538045000,Friday,winter
2783,Relax,2011-02-04 00:00:00.000000,2020-05-14 12:57:35.830113,2020-05-14 13:59:36.995196,2784.0,,,,,,,,,,,,,27.0,,,,2.0,,,,,,,6.0,,,,,,,,,,,,,0 days 01:02:01.165083000,Friday,winter
2784,Leave_Home,2011-02-04 00:00:00.000000,2020-05-14 14:11:19.273510,2020-05-14 14:11:23.907605,2785.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,,,0 days 00:00:04.634095000,Friday,winter
2785,Enter_Home,2011-02-04 00:00:00.000000,2020-05-14 15:40:22.090477,2020-05-14 15:40:25.739203,2786.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,0 days 00:00:03.648726000,Friday,winter
2786,Meal_Preparation,2011-02-04 00:00:00.000000,2020-05-14 16:19:29.640148,2020-05-14 16:30:15.116157,2787.0,,,,,,,,,,,,,,,,,,8.0,12.0,5.0,,22.0,45.0,3.0,,,,,,,,,,,,,0 days 00:10:45.476009000,Friday,winter
2787,Relax,2011-02-04 00:00:00.000000,2020-05-14 16:31:16.034780,2020-05-14 16:46:32.591295,2788.0,,,,,,,,,,,,,13.0,2.0,,,1.0,,,,,,,4.0,,,,,,,,,,,,,0 days 00:15:16.556515000,Friday,winter
2788,Housekeeping,2011-02-04 00:00:00.000000,2020-05-14 16:46:40.409928,2020-05-14 16:50:15.571821,2789.0,,,,,,,,,,,,,,,,,2.0,12.0,,,,1.0,,6.0,3.0,1.0,,,,,,,,,5.0,,0 days 00:03:35.161893000,Friday,winter
2789,Relax,2011-02-04 00:00:00.000000,2020-05-14 16:51:46.258679,2020-05-14 17:09:57.418960,2790.0,,,,,,,,,,,,,15.0,,,,2.0,,,,,,,2.0,,,,,,,,,,,,,0 days 00:18:11.160281000,Friday,winter
2790,Leave_Home,2011-02-04 00:00:00.000000,2020-05-14 17:47:34.126722,2020-05-14 17:47:40.935263,2791.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,,0 days 00:00:06.808541000,Friday,winter
2791,Enter_Home,2011-02-04 00:00:00.000000,2020-05-14 17:54:12.613380,2020-05-14 17:54:16.592308,2792.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,0 days 00:00:03.978928000,Friday,winter
2792,Leave_Home,2011-02-04 00:00:00.000000,2020-05-14 18:01:02.588395,2020-05-14 18:01:08.886166,2793.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,,0 days 00:00:06.297771000,Friday,winter
2793,Enter_Home,2011-02-04 00:00:00.000000,2020-05-14 19:32:47.233173,2020-05-14 19:32:54.889701,2794.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,,,0 days 00:00:07.656528000,Friday,winter
2794,Meal_Preparation,2011-02-04 00:00:00.000000,2020-05-14 19:37:55.319300,2020-05-14 19:42:49.706026,2795.0,,,,,,,,,,,,,,,,,,,18.0,5.0,4.0,4.0,18.0,0.0,0.0,,,,,,,,,,,,0 days 00:04:54.386726000,Friday,winter
2795,Relax,2011-02-04 00:00:00.000000,2020-05-14 19:45:05.501643,2020-05-14 19:56:18.360064,2796.0,,,,,,,,,,,,,13.0,,,,3.0,,,,,,,3.0,,,,,,,,,,,,,0 days 00:11:12.858421000,Friday,winter
2796,Relax,2011-02-04 00:00:00.000000,2020-05-14 19:57:39.159737,2020-05-14 20:40:53.075961,2797.0,,,,,,,,,,,,,51.0,1.0,,,4.0,,,,,,,1.0,,,,,,,,,,,,,0 days 00:43:13.916224000,Friday,winter
2797,Relax,2011-02-04 00:00:00.000000,2020-05-14 20:44:18.634608,2020-05-14 21:10:35.797491,2798.0,,,,,,,,,,,,,55.0,1.0,,,25.0,,,,,,,4.0,,,,,,,,,,,,,0 days 00:26:17.162883000,Friday,winter
2798,Relax,2011-02-04 00:00:00.000000,2020-05-14 21:11:58.237881,2020-05-14 22:16:07.209851,2799.0,,,,,,,,,,,,,32.0,1.0,,2.0,5.0,,,,,,,7.0,,,,,,,,,,,,,0 days 01:04:08.971970000,Friday,winter
2799,Sleeping,2011-02-05 00:00:00.000000,2020-05-14 22:32:13.047016,2020-05-14 06:01:59.264353,2800.0,,,,,,10.0,46.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,-1 days +07:29:46.217337000,Saturday,winter
2800,Meal_Preparation,2011-02-05 00:00:00.000000,2020-05-14 06:10:29.076881,2020-05-14 06:27:31.069657,2801.0,,,,,,,,,,,,,,,,,,,48.0,6.0,23.0,7.0,79.0,,,,,,,,,,,,,,0 days 00:17:01.992776000,Saturday,winter
2801,Relax,2011-02-05 00:00:00.000000,2020-05-14 06:28:04.264380,2020-05-14 06:56:01.717492,2802.0,,,,,,,,,,,,,26.0,,,,9.0,,,,,,,3.0,,,,,,,,,,,,,0 days 00:27:57.453112000,Saturday,winter
2802,Relax,2011-02-05 00:00:00.000000,2020-05-14 07:33:57.353220,2020-05-14 07:42:24.139642,2803.0,,,,,,,,,,,,,30.0,1.0,,,1.0,,,,,,,3.0,,,,,,,,,,,,,0 days 00:08:26.786422000,Saturday,winter
2803,Meal_Preparation,2011-02-05 00:00:00.000000,2020-05-14 08:03:18.511118,2020-05-14 08:16:36.826544,2804.0,,,,,,,,,,,,,,,,,3.0,7.0,15.0,11.0,17.0,20.0,71.0,3.0,,,,,,,,,,,,,0 days 00:13:18.315426000,Saturday,winter
2804,Leave_Home,2011-02-05 00:00:00.000000,2020-05-14 09:10:10.501378,2020-05-14 09:10:14.919700,2805.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,,0 days 00:00:04.418322000,Saturday,winter
2805,Enter_Home,2011-02-05 00:00:00.000000,2020-05-14 13:19:15.899383,2020-05-14 13:19:20.909477,2806.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,0 days 00:00:05.010094000,Saturday,winter
2806,Relax,2011-02-05 00:00:00.000000,2020-05-14 14:05:13.465743,2020-05-14 14:21:07.712028,2807.0,,,,,,,,,,,,,66.0,,,,1.0,,,,,,,5.0,,,,,,,,,,,,,0 days 00:15:54.246285000,Saturday,winter
2807,Relax,2011-02-05 00:00:00.000000,2020-05-14 14:31:31.951581,2020-05-14 15:12:19.933164,2808.0,,,,,,,,,,,,,13.0,,,,8.0,,,,,,,5.0,,,,,,,,,,,,,0 days 00:40:47.981583000,Saturday,winter
2808,Relax,2011-02-05 00:00:00.000000,2020-05-14 15:16:13.828577,2020-05-14 16:54:20.822701,2809.0,,,,,,,,,,,,,50.0,1.0,,2.0,12.0,,,,,,,11.0,1.0,,,,,,,,,,,,0 days 01:38:06.994124000,Saturday,winter
2809,Meal_Preparation,2011-02-05 00:00:00.000000,2020-05-14 17:13:35.400418,2020-05-14 17:39:12.248513,2810.0,,,,,,,,,,,,1.0,,,,,,4.0,79.0,14.0,23.0,21.0,110.0,5.0,8.0,1.0,,,,,,,,,,,0 days 00:25:36.848095000,Saturday,winter
2810,Relax,2011-02-05 00:00:00.000000,2020-05-14 17:41:44.401866,2020-05-14 17:47:12.889438,2811.0,,,,,,,,,,,,,22.0,,,,6.0,,,,,,,4.0,,,,,,,,,,,,,0 days 00:05:28.487572000,Saturday,winter
2811,Relax,2011-02-05 00:00:00.000000,2020-05-14 17:52:56.548113,2020-05-14 18:20:51.021925,2812.0,,,,,,,,,,,,,104.0,5.0,,,6.0,,,,,,,8.0,,,,,,,,,,,,,0 days 00:27:54.473812000,Saturday,winter
2812,Meal_Preparation,2011-02-05 00:00:00.000000,2020-05-14 18:21:53.927398,2020-05-14 18:26:02.338388,2813.0,,,,,,,,,,,,,,,,,,,11.0,5.0,7.0,8.0,17.0,1.0,,,,,,,,,,,,,0 days 00:04:08.410990000,Saturday,winter
2813,Meal_Preparation,2011-02-05 00:00:00.000000,2020-05-14 18:26:55.270199,2020-05-14 18:27:39.809403,2814.0,,,,,,,,,,,,,,,,,,0.0,2.0,,,2.0,5.0,,0.0,,,,,,,,,,,,0 days 00:00:44.539204000,Saturday,winter
2814,Relax,2011-02-05 00:00:00.000000,2020-05-14 18:27:47.668787,2020-05-14 18:42:21.812252,2815.0,,,,,,,,,,,,,21.0,,,,6.0,,,,,,,1.0,,,,,,,,,,,,,0 days 00:14:34.143465000,Saturday,winter
2815,Relax,2011-02-05 00:00:00.000000,2020-05-14 18:44:18.996414,2020-05-14 19:07:20.152094,2816.0,,,,,,,,,,,,,21.0,,,,6.0,,,,,,,1.0,,,,,,,,,,,,,0 days 00:23:01.155680000,Saturday,winter
2816,Relax,2011-02-05 00:00:00.000000,2020-05-14 19:07:49.227790,2020-05-14 19:53:06.025808,2817.0,,,,,,,,,,,,,66.0,5.0,,,10.0,,,,,,,7.0,,,,,,,,,,,,,0 days 00:45:16.798018000,Saturday,winter
2817,Relax,2011-02-05 00:00:00.000000,2020-05-14 19:53:26.155911,2020-05-14 20:22:53.409759,2818.0,,,,,,,,,,,,,70.0,5.0,,,37.0,,,,,,,6.0,,,,,,,,,,,,,0 days 00:29:27.253848000,Saturday,winter
2818,Relax,2011-02-05 00:00:00.000000,2020-05-14 20:24:14.740274,2020-05-14 20:44:45.419259,2819.0,,,,,,,,,,,,,10.0,,,,3.0,,,,,,,1.0,,,,,,,,,,,,,0 days 00:20:30.678985000,Saturday,winter
2819,Relax,2011-02-05 00:00:00.000000,2020-05-14 20:49:20.213081,2020-05-14 22:07:16.138507,2820.0,,,,,,,,,,,,,86.0,,,,10.0,,,,,,,3.0,,,,,,,,,,,,,0 days 01:17:55.925426000,Saturday,winter
2820,Relax,2011-02-05 00:00:00.000000,2020-05-14 22:15:29.552217,2020-05-14 23:21:25.231547,2821.0,,,,,,,,,,,,,24.0,2.0,,,5.0,,,,,,,2.0,,,,,,,,,,,,,0 days 01:05:55.679330000,Saturday,winter
2821,Relax,2011-02-06 00:00:00.000000,2020-05-14 23:23:39.560562,2020-05-14 01:59:24.305264,2822.0,,,,,,,,,,,,,17.0,1.0,,,2.0,,,,,,,2.0,,,,,,,,,,,,,-1 days +02:35:44.744702000,Sunday,winter
2822,Sleeping,2011-02-06 00:00:00.000000,2020-05-14 02:07:04.180570,2020-05-14 06:02:01.057024,2823.0,,,,,,3.0,23.0,,,1.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,0 days 03:54:56.876454000,Sunday,winter
2823,Meal_Preparation,2011-02-06 00:00:00.000000,2020-05-14 06:08:43.956410,2020-05-14 06:16:16.847572,2824.0,,,,,,,,,,,,,,,,,,5.0,21.0,4.0,7.0,6.0,31.0,,0.0,,,,,,,,,,,,0 days 00:07:32.891162000,Sunday,winter
2824,Meal_Preparation,2011-02-06 00:00:00.000000,2020-05-14 06:18:37.972472,2020-05-14 06:25:58.744781,2825.0,,,,,,,,,,,,1.0,,,2.0,,,3.0,16.0,2.0,4.0,11.0,25.0,6.0,1.0,,,,,,,,,,,,0 days 00:07:20.772309000,Sunday,winter
2825,Relax,2011-02-06 00:00:00.000000,2020-05-14 06:26:54.438660,2020-05-14 07:01:51.170302,2826.0,,,,,,,,,,,,,26.0,2.0,,,3.0,,,,,,,1.0,,,,,,,,,,,,,0 days 00:34:56.731642000,Sunday,winter
2826,Meal_Preparation,2011-02-06 00:00:00.000000,2020-05-14 07:02:10.088848,2020-05-14 07:06:34.727959,2827.0,,,,,,,,,,,,,,,,,,0.0,6.0,,24.0,8.0,9.0,1.0,1.0,,,,,,,,,,,,0 days 00:04:24.639111000,Sunday,winter
2827,Leave_Home,2011-02-06 00:00:00.000000,2020-05-14 08:18:23.030460,2020-05-14 08:18:26.536012,2828.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,0 days 00:00:03.505552000,Sunday,winter
2828,Enter_Home,2011-02-06 00:00:00.000000,2020-05-14 10:59:00.420969,2020-05-14 10:59:03.935058,2829.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,0 days 00:00:03.514089000,Sunday,winter
2829,Relax,2011-02-06 00:00:00.000000,2020-05-14 11:02:45.748874,2020-05-14 11:11:01.762935,2830.0,,,,,,,,,,,,,9.0,2.0,,,1.0,,,,,,,1.0,,,,,,,,,,,,,0 days 00:08:16.014061000,Sunday,winter
2830,Relax,2011-02-06 00:00:00.000000,2020-05-14 11:20:00.251369,2020-05-14 11:27:59.957410,2831.0,,,,,,,,,,,,,12.0,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,0 days 00:07:59.706041000,Sunday,winter
2831,Relax,2011-02-06 00:00:00.000000,2020-05-14 11:43:49.531982,2020-05-14 12:06:55.806229,2832.0,,,,,,,,,,,,,23.0,,,,3.0,,,,,,,2.0,,,,,,,,,,,,,0 days 00:23:06.274247000,Sunday,winter
2832,Relax,2011-02-06 00:00:00.000000,2020-05-14 12:07:12.192659,2020-05-14 12:19:26.452994,2833.0,,,,,,,,,,,,,4.0,,,,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,0 days 00:12:14.260335000,Sunday,winter
2833,Relax,2011-02-06 00:00:00.000000,2020-05-14 12:19:40.895347,2020-05-14 12:30:57.079748,2834.0,,,,,,,,,,,,,18.0,,,,2.0,0.0,,,,,,0.0,,,,,,,,,,,,,0 days 00:11:16.184401000,Sunday,winter
2834,Relax,2011-02-06 00:00:00.000000,2020-05-14 12:31:19.009836,2020-05-14 13:17:13.227222,2835.0,,,,,,,,,,,,,10.0,,,,1.0,1.0,,,,,,2.0,,,,,,,,,,,,,0 days 00:45:54.217386000,Sunday,winter
2835,Relax,2011-02-06 00:00:00.000000,2020-05-14 13:17:49.989290,2020-05-14 13:37:15.487665,2836.0,,,,,,,,,,,,,37.0,,,,1.0,,,,,,,3.0,,,,,,,,,,,,,0 days 00:19:25.498375000,Sunday,winter
2836,Relax,2011-02-06 00:00:00.000000,2020-05-14 13:39:12.006682,2020-05-14 16:47:41.300295,2837.0,,,,,,,,,,,,,23.0,3.0,,,4.0,,,,,,,2.0,,,,,,,,,,,,,0 days 03:08:29.293613000,Sunday,winter
2837,Meal_Preparation,2011-02-06 00:00:00.000000,2020-05-14 16:53:36.348980,2020-05-14 17:01:52.734737,2838.0,,,,,,,,,,,,,,,,,,,18.0,4.0,9.0,11.0,26.0,2.0,,,,,,,,,,,,,0 days 00:08:16.385757000,Sunday,winter
2838,Relax,2011-02-06 00:00:00.000000,2020-05-14 17:02:58.133945,2020-05-14 17:17:48.272362,2839.0,,,,,,,,,,,,,9.0,,,,2.0,,,,,,,4.0,,,,,,,,,,,,,0 days 00:14:50.138417000,Sunday,winter
2839,Relax,2011-02-06 00:00:00.000000,2020-05-14 17:30:55.982880,2020-05-14 17:38:49.988881,2840.0,,,,,,,,,,,,,4.0,,,,3.0,,,,,,,2.0,,,,,,,,,,,,,0 days 00:07:54.006001000,Sunday,winter
2840,Relax,2011-02-06 00:00:00.000000,2020-05-14 17:39:21.222289,2020-05-14 17:46:34.715420,2841.0,,,,,,,,,,,,,3.0,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,0 days 00:07:13.493131000,Sunday,winter
2841,Relax,2011-02-06 00:00:00.000000,2020-05-14 17:48:48.010741,2020-05-14 19:58:20.272375,2842.0,,,,,,,,,,,,,108.0,1.0,,,14.0,,,,,,,13.0,,,,,,,,,,,,,0 days 02:09:32.261634000,Sunday,winter
2842,Meal_Preparation,2011-02-06 00:00:00.000000,2020-05-14 19:58:57.981044,2020-05-14 20:02:36.591398,2843.0,,,,,,,,,,,,,,,,,,3.0,13.0,6.0,6.0,4.0,22.0,,,,,,,,,,,,,,0 days 00:03:38.610354000,Sunday,winter
2843,Relax,2011-02-06 00:00:00.000000,2020-05-14 20:08:44.518209,2020-05-14 20:11:27.885761,2844.0,,,,,,,,,,,,,4.0,,,,3.0,,,,,,,3.0,,,,,,,,,,,,,0 days 00:02:43.367552000,Sunday,winter
2844,Relax,2011-02-06 00:00:00.000000,2020-05-14 20:15:24.094020,2020-05-14 20:32:29.859933,2845.0,,,,,,,,,,,,,30.0,,,,4.0,,,,,,,7.0,1.0,,,,,,,,,,,,0 days 00:17:05.765913000,Sunday,winter
2845,Relax,2011-02-06 00:00:00.000000,2020-05-14 20:33:15.889881,2020-05-14 21:17:02.458511,2846.0,,,,,,,,,,,,,65.0,1.0,,,4.0,,,,,,,5.0,,,,,,,,,,,,,0 days 00:43:46.568630000,Sunday,winter
2846,Relax,2011-02-06 00:00:00.000000,2020-05-14 21:17:44.901911,2020-05-14 23:16:50.256854,2847.0,,,,,,,,,,,,,54.0,2.0,,1.0,8.0,,,,,,,3.0,,,,,,,,,,,,,0 days 01:59:05.354943000,Sunday,winter
2847,Sleeping,2011-02-07 00:00:00.000000,2020-05-14 23:42:38.481331,2020-05-14 05:35:47.049113,2848.0,,,,,,8.0,55.0,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,-1 days +05:53:08.567782000,Monday,winter
2848,Bed_to_Toilet,2011-02-07 00:00:00.000000,2020-05-14 05:35:53.258784,2020-05-14 05:38:12.431531,2849.0,,,,,,,,2.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,0 days 00:02:19.172747000,Monday,winter
2849,Sleeping,2011-02-07 00:00:00.000000,2020-05-14 05:38:14.629591,2020-05-14 07:41:06.329755,2850.0,,,,,,10.0,36.0,,0.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,0 days 02:02:51.700164000,Monday,winter
2850,Meal_Preparation,2011-02-07 00:00:00.000000,2020-05-14 07:43:24.154803,2020-05-14 07:58:53.003993,2851.0,,,,,,,,,,,,,,,,,,3.0,48.0,1.0,16.0,17.0,77.0,0.0,,,,,,,,,,,,,0 days 00:15:28.849190000,Monday,winter
2851,Relax,2011-02-07 00:00:00.000000,2020-05-14 07:59:10.422645,2020-05-14 08:23:26.269779,2852.0,,,,,,,,,,,,,42.0,,,,6.0,,,,,,,5.0,,,,,,,,,,,,,0 days 00:24:15.847134000,Monday,winter
2852,Relax,2011-02-07 00:00:00.000000,2020-05-14 08:45:42.537008,2020-05-14 08:54:57.664275,2853.0,,,,,,,,,,,,,1.0,11.0,,3.0,1.0,,,,,,,1.0,,,,,,,,,,,,,0 days 00:09:15.127267000,Monday,winter
2853,Meal_Preparation,2011-02-07 00:00:00.000000,2020-05-14 09:43:34.122651,2020-05-14 09:47:46.860774,2854.0,,,,,,,,,,,,,,,,,,3.0,13.0,5.0,4.0,11.0,20.0,3.0,2.0,2.0,,,,,,,,,,,0 days 00:04:12.738123000,Monday,winter
2854,Eating,2011-02-07 00:00:00.000000,2020-05-14 09:49:45.323999,2020-05-14 09:53:28.556020,2855.0,,,,,,,,,,,,,,,,,,20.0,,,,1.0,,1.0,,,,,,,,,,,,,0 days 00:03:43.232021000,Monday,winter
2855,Eating,2011-02-07 00:00:00.000000,2020-05-14 09:56:36.789266,2020-05-14 09:59:27.221187,2856.0,,,,,,,,,,,,,,,,,,9.0,,,,1.0,,,,,,,,,,,,,,,0 days 00:02:50.431921000,Monday,winter
2856,Work,2011-02-07 00:00:00.000000,2020-05-14 10:02:09.681736,2020-05-14 10:04:05.212739,2857.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,8.0,5.0,0.0,,,,,0 days 00:01:55.531003000,Monday,winter
2857,Leave_Home,2011-02-07 00:00:00.000000,2020-05-14 11:46:44.454218,2020-05-14 11:46:48.476615,2858.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,0 days 00:00:04.022397000,Monday,winter
2858,Enter_Home,2011-02-07 00:00:00.000000,2020-05-14 14:05:56.347313,2020-05-14 14:06:02.634961,2859.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,2.0,,,0 days 00:00:06.287648000,Monday,winter
2859,Eating,2011-02-07 00:00:00.000000,2020-05-14 14:06:05.117293,2020-05-14 14:11:23.948879,2860.0,,,,,,,,,,,,,,,,,,17.0,,,,4.0,,,0.0,,,,,,,,,,,,0 days 00:05:18.831586000,Monday,winter
2860,Relax,2011-02-07 00:00:00.000000,2020-05-14 14:12:11.557506,2020-05-14 14:31:58.428294,2861.0,,,,,,,,,,,,,52.0,1.0,,,2.0,,,,,,,1.0,,,,,,,,,,,,,0 days 00:19:46.870788000,Monday,winter
2861,Meal_Preparation,2011-02-07 00:00:00.000000,2020-05-14 14:34:04.498885,2020-05-14 14:38:37.121826,2862.0,,,,,,,,,,,,,,,,,,,13.0,3.0,2.0,4.0,21.0,,,,,,,,,,,,,,0 days 00:04:32.622941000,Monday,winter
2862,Meal_Preparation,2011-02-07 00:00:00.000000,2020-05-14 15:06:16.456888,2020-05-14 15:18:19.569175,2863.0,,,,,,,,,,,,,,,,,,2.0,24.0,11.0,3.0,17.0,61.0,1.0,,,,,,,,,,,,,0 days 00:12:03.112287000,Monday,winter
2863,Relax,2011-02-07 00:00:00.000000,2020-05-14 15:19:18.376175,2020-05-14 16:35:41.041639,2864.0,,,,,,,,,,,,,30.0,,,,5.0,,,,,,,5.0,,,,,,,,,,,,,0 days 01:16:22.665464000,Monday,winter
2864,Relax,2011-02-07 00:00:00.000000,2020-05-14 17:09:55.141267,2020-05-14 17:27:09.772110,2865.0,,,,,,,,,,,,,45.0,4.0,,3.0,5.0,,,,,0.0,,7.0,,,,,,,,,,,,,0 days 00:17:14.630843000,Monday,winter
2865,Work,2011-02-07 00:00:00.000000,2020-05-14 17:47:11.856521,2020-05-14 17:49:12.641310,2866.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,6.0,0.0,,,,,0 days 00:02:00.784789000,Monday,winter
2866,Relax,2011-02-07 00:00:00.000000,2020-05-14 17:56:05.955412,2020-05-14 18:19:10.967520,2867.0,,,,,,,,,,,,,23.0,,,,7.0,,,,,,,4.0,,,,,,,,,,,,,0 days 00:23:05.012108000,Monday,winter
2867,Meal_Preparation,2011-02-07 00:00:00.000000,2020-05-14 18:23:07.782102,2020-05-14 18:32:14.319701,2868.0,,,,,,,,,,,,,,,,,,3.0,12.0,19.0,18.0,20.0,37.0,2.0,,,,,,,,,,,,,0 days 00:09:06.537599000,Monday,winter
2868,Relax,2011-02-07 00:00:00.000000,2020-05-14 18:32:22.332646,2020-05-14 18:37:36.178659,2869.0,,,,,,,,,,,,,3.0,,,,2.0,,,,,,,1.0,,,,,,,,,,,,,0 days 00:05:13.846013000,Monday,winter
2869,Meal_Preparation,2011-02-07 00:00:00.000000,2020-05-14 18:37:38.229765,2020-05-14 18:54:10.084184,2870.0,,,,,,,,,,,,,,,,,3.0,8.0,44.0,4.0,29.0,30.0,71.0,10.0,,,,,,,,,,,,,0 days 00:16:31.854419000,Monday,winter
2870,Relax,2011-02-07 00:00:00.000000,2020-05-14 18:54:34.347968,2020-05-14 19:08:08.751857,2871.0,,,,,,,,,,,,,10.0,,,,3.0,1.0,,,,,,1.0,,,,,,,,,,,,,0 days 00:13:34.403889000,Monday,winter
2871,Relax,2011-02-07 00:00:00.000000,2020-05-14 19:09:05.137761,2020-05-14 19:30:29.726708,2872.0,,,,,,,,,,,,,15.0,,,,2.0,1.0,,,,,,3.0,,,,,,,,,,,,,0 days 00:21:24.588947000,Monday,winter
2872,Relax,2011-02-07 00:00:00.000000,2020-05-14 19:31:15.169953,2020-05-14 19:41:37.162495,2873.0,,,,,,,,,,,,,18.0,,,,7.0,,,,,,,3.0,,,,,,,,,,,,,0 days 00:10:21.992542000,Monday,winter
2873,Meal_Preparation,2011-02-07 00:00:00.000000,2020-05-14 19:41:40.018974,2020-05-14 19:44:08.099652,2874.0,,,,,,,,,,,,,,,,,,3.0,9.0,7.0,1.0,5.0,18.0,0.0,,,,,,,,,,,,,0 days 00:02:28.080678000,Monday,winter
2874,Relax,2011-02-07 00:00:00.000000,2020-05-14 19:44:10.705099,2020-05-14 19:52:40.638232,2875.0,,,,,,,,,,,,,15.0,,,,2.0,1.0,,,,,,1.0,,,,,,,,,,,,,0 days 00:08:29.933133000,Monday,winter
2875,Relax,2011-02-07 00:00:00.000000,2020-05-14 19:53:55.729945,2020-05-14 19:57:51.058757,2876.0,,,,,,,,,,,,,5.0,,,,3.0,,,,,,,2.0,,,,,,,,,,,,,0 days 00:03:55.328812000,Monday,winter
2876,Relax,2011-02-07 00:00:00.000000,2020-05-14 19:58:53.112728,2020-05-14 20:29:30.659526,2877.0,,,,,,,,,,,,,14.0,1.0,,,9.0,,,,,,,3.0,,,,,,,,,,,,,0 days 00:30:37.546798000,Monday,winter
2877,Relax,2011-02-07 00:00:00.000000,2020-05-14 20:34:39.821840,2020-05-14 20:41:14.610519,2878.0,,,,,,,,,,,,,3.0,,,,2.0,,,,,,,1.0,,,,,,,,,,,,,0 days 00:06:34.788679000,Monday,winter
2878,Relax,2011-02-07 00:00:00.000000,2020-05-14 20:43:39.328666,2020-05-14 23:15:47.620388,2879.0,,,,,,,,,,,,,58.0,6.0,,4.0,6.0,,,,,,,7.0,,,,,,,,,,,,,0 days 02:32:08.291722000,Monday,winter
2879,Relax,2011-02-08 00:00:00.000000,2020-05-14 23:26:52.647322,2020-05-14 00:56:37.167509,2880.0,,,,,,,,,,,,,21.0,1.0,,,10.0,,,,,,,6.0,,,,,,,,,,,,,-1 days +01:29:44.520187000,Tuesday,winter
2880,Sleeping,2011-02-08 00:00:00.000000,2020-05-14 00:59:42.250777,2020-05-14 05:46:43.639322,2881.0,,,,,,6.0,14.0,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,0 days 04:47:01.388545000,Tuesday,winter
